Title,Genres,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Filming Locations,Budget,Cast Member,Cast Member Frequency,Director,Title Word,Title Word Frequency,Description Word,Description Word Frequency,Genres Word,Genres Frequency
Pact," Horror,  Mystery,  Thriller",8-Jun-12,UK,R,5.8,89 min,"Directed by Nicholas McCarthy. With Caity Lotz, Casper Van Dien, Mark Steger, Agnes Bruckner. As a woman struggles to come to grips with her past in the wake of her mother's death and the disappearance of her sister, an unsettling presence emerges in her childhood home.","Caity Lotz, Kathleen Rose Perkins, Haley Hudson, Sam Ball, Mark Steger, Agnes Bruckner, Casper Van Dien, Dakota Bright, Petra Wright, Sam Zuckerman, Anjini Taneja Azhar, Rachael Kahne, Boriana Williams",English,"San Pedro, Los Angeles, California, USA",400000,Gustavo Garzón,2,Nicholas McCarthy,banshee,1,chile,5,,
Haunted House," Comedy,  Fantasy,  Horror",11-Jan-13,USA,R,5.1,86 min,"Directed by Michael Tiddes. With Marlon Wayans, Essence Atkins, Marlene Forte, David Koechner. Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help.","Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner, Dave Sheridan, Nick Swardson, Alanna Ubach, Andrew Daly, J.B. Smoove, Robin Thede, Jordenn Thompson, Affion Crockett, Cedric the Entertainer",English|Spanish,"Stevenson Ranch, California, USA",2500000,Ynna Asistio,2,Michael Tiddes,battery,1,employees,5,,
Rings," Drama,  Horror",3-Feb-17,USA,PG-13,4.5,102 min,"Directed by F. Javier Gutiérrez. With Matilda Anna Ingrid Lutz, Alex Roe, Johnny Galecki, Vincent D'Onofrio. A young woman finds herself on the receiving end of a terrifying curse that threatens to take her life in seven days.","Matilda Anna Ingrid Lutz, Alex Roe, Johnny Galecki, Vincent D'Onofrio, Aimee Teegarden, Bonnie Morgan, Chuck David Willis, Patrick R. Walker, Zach Roerig, Laura Wiggins, Lizzie Brocheré, Karen Ceesay, Dave Blamy, Michael E. Sanders, Randall Taylor",English,"East Mountain Studios, 2030 East Park Drive, Conyers, Georgia, USA",25000000,Scott King,2,F,bill,1,lifestyle,5,,
Funhouse Massacre," Comedy,  Horror",13-Nov-15,USA,R,5.3,90 min,"Directed by Andy Palmer. With Robert Englund, Jere Burns, Scottie Thompson, Matt Angel. Six of the world's scariest psychopaths escape from a local Asylum and proceed to unleash terror on the unsuspecting crowd of a Halloween Funhouse, whose themed mazes are inspired by their various reigns of terror.","Robert Englund, Jere Burns, Scottie Thompson, Matt Angel, Chasty Ballesteros, Clint Howard, Courtney Gains, Erick Chavarria, Mars Crain, Candice De Visser, E.E. Bell, Ben Begley, Michael Eric Reid, Leigh Parker, Sebastian Siegel",English,,,Katie Savoy,2,Andy Palmer,bunny,1,meyer,5,,
Stephanie," Drama,  Fantasy,  Horror,  Mystery",27-Apr-17,USA,,6.8,,"Directed by Akiva Goldsman. With Anna Torv, Frank Grillo, Swati Kapila, Harold Perrineau. An orphaned young girl with unworldly powers is taken in by a man and woman who claim to be her parents.","Anna Torv, Frank Grillo, Swati Kapila, Harold Perrineau, Kenneth Choi, Shree Crooks, Ellen Dubin, Jaimi Paige, Adam Lazarre-White, Alexa Mansour, Deric McCabe, Mataeo Mingo, Al Whiting, George Sharperson, Jonah Beres",English,,,Shelby Stehlin,2,Akiva Goldsman,can,1,roe,5,,
Neighbor," Crime,  Horror,  Thriller",16-Sep-16,UK,NOT RATED,5.7,87 min,"Directed by Marcus Dunstan. With Josh Stewart, Bill Engvall, Alex Essoe, Ronnie Gene Blevins. Set in Cutter Mississippi, the film follows a man who discovers the dark truth about his neighbor and the secrets he may be keeping in the cellar.","Josh Stewart, Bill Engvall, Alex Essoe, Ronnie Gene Blevins, Luke Edwards, Melissa Bolona, Skipp Sudduth, Mason Guccione, David Kallaway, Jaqueline Fleming, Heather Williams, Chaka Desilva, Ben Matheny, Artrial Clark, Jered Meeks",,,,Lane Townsend,2,Marcus Dunstan,cases,1,hates,5,,
Similars," Horror,  Sci-Fi",15-Nov-16,USA,,6,89 min,"Directed by Isaac Ezban. With Luis Alberti, Carmen Beato, Fernando Becerril, Humberto Busto. On the rainy night of October 2, 1968, eight characters waiting on a remote bus station for a bus heading to Mexico City start experiencing a strange phenomenon.","Luis Alberti, Carmen Beato, Fernando Becerril, Humberto Busto, Cassandra Ciangherotti, Alberto Estrella, Pablo Guisa Koestinger, María Elena Olivares, Catalina Salas, Gustavo Sánchez Parra, Santiago Torres",Spanish,"Estudios Churubusco Azteca, Mexico City, Distrito Federal, Mexico",,Ross Patterson,2,Isaac Ezban,chaar,1,kathleen,5,,
Cabin Fever, Horror,13-May-16,Ireland,R,3.7,99 min,"Directed by Travis Zariwny. With Gage Golightly, Matthew Daddario, Samuel Davis, Nadine Crocker. While visiting their getaway cabin, five friends succumb to a flesh-eating disease.","Gage Golightly, Matthew Daddario, Samuel Davis, Nadine Crocker, Dustin Ingram, Randy Schulman, George Griffith, Tim Zajaros, Aaron Trainor, Louise Linton, Laura Kenny, Derrick R. Means, Jason Rouse, Benton Morris, Dawson Doupé",English,"Oregon, USA",,Garrett Bales,2,Travis Zariwny,clementina,1,mentor,5,,
Hallows Eve," Horror,  Thriller",29-Oct-13,USA,UNRATED,4.9,83 min,"Directed by Damien Leone. With Katie Maguire, Catherine A. Callahan, Marie Maser, Kayla Lian. A babysitter finds a VHS tape which features various sinister murders performed by a psychotic clown.","Katie Maguire, Catherine A. Callahan, Marie Maser, Kayla Lian, Mike Giannelli, Sydney Freihofer, Cole Mathewson, Michael Chmiel, Marissa Wolf, Minna Taylor, Brandon deSpain, Daniel Rodas, Anna Maliere, Eric Diez, Jennifer Castellano",English,,,Adella Gautier,2,Damien Leone,clinton,1,bhatia,5,,
Alienate," Drama,  Horror,  Sci-Fi,  Thriller",23-Feb-16,Japan,TV-MA,2.7,90 min,"Directed by Michael Shumway. With Blake Webb, Tatum Langton, Jaclyn Hales, Nathan Day. A man separated from his wife fights to return home while the Earth falls to invasion.","Blake Webb, Tatum Langton, Jaclyn Hales, Nathan Day, Keith Hottinger, Marlys Miller-Fladeland, Cuyle Carvin, Richard Sharrah, Jack Diamond, Sue Rowe, Tye Nelson, Brandyn Cross, Caitlin E.J. Meyer, Kenneth Applegate, Courtnea Hyland",English,"Salt Lake City, Utah, USA",,RJ Mitte,2,Michael Shumway,cloverfield,1,depressed,5,,
Universal Soldier Day Reckoning," Action,  Horror,  Mystery,  Sci-Fi,  Thriller",25-Oct-12,USA,R,5,114 min,"Directed by John Hyams. With Jean-Claude Van Damme, Dolph Lundgren, Scott Adkins, Mariah Bonner. John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit.","Jean-Claude Van Damme, Dolph Lundgren, Scott Adkins, Mariah Bonner, Andrei Arlovski, Tony Jarreau, Craig Walker, Andrew Sikking, James DuMont, David Jensen, Audrey P. Scott, Rus Blackwell, Dane Rhodes, Susan Mansur, Kris Van Damme",English,"Baton Rouge, Louisiana, USA",11500000,Linda Boston,2,John Hyams,daguerrotype,1,agoraphobia,5,,
Starry Eyes," Drama,  Fantasy,  Horror",14-Nov-14,USA,NOT RATED,6,98 min,"Directed by Kevin Kolsch, Dennis Widmyer. With Alex Essoe, Amanda Fuller, Noah Segan, Fabianne Therese. A hopeful young starlet uncovers the ominous origins of the Hollywood elite and enters into a deadly agreement in exchange for fame and fortune.","Alex Essoe, Amanda Fuller, Noah Segan, Fabianne Therese, Shane Coffey, Natalie Castillo, Pat Healy, Nick Simmons, Maria Olsen, Marc Senter, Louis Dezseran, Danny Minnick, Spencer Baik, Denis Bolotski, Marcus Bradford",English,"Los Angeles, California, USA",,Kristina Kopf,2,"Kevin Kolsch, Dennis Widmyer",dearest,1,vinson,5,,
Here Alone," Drama,  Horror,  Sci-Fi,  Thriller",18-May-17,Kuwait,,5.6,98 min,"Directed by Rod Blackhurst. With Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West. A young woman struggles to survive on her own in the wake of a mysterious epidemic that has killed much of society, and forced her deep into the unforgiving wilderness.","Lucy Walters, Gina Piersanti, Adam David Thompson, Shane West, Holly Adams, Abel McSurely Bradshaw, Jonathan Gundel, Mary Guzzy, Aubrey Hart, Willow Keith, Mike Lavarnway, Sophia Nickerson, Jeffrey Rinick, Danielle Smith, Rebecca Spiro",English|French,"Corning, New York, USA",,Rob Vardaro,2,Rod Blackhurst,diário,1,izzo,5,,
Nina Forever," Comedy,  Horror,  Romance",19-Jan-16,Japan,R,5.6,98 min,"Directed by Ben Blaine, Chris Blaine. With Cian Barry, Abigail Hardingham, Mandeep Dhillon, Katharine Bennett-Fox. After his girlfriend Nina dies in a car crash, Rob unsuccessfully attempts suicide. As he begins to overcome his grief, he falls in love with a co-worker, Holly. Their relationship is complicated when Nina, unable to find rest in the afterlife, comes back to life to sarcastically torment them whenever they have sex.","Cian Barry, Abigail Hardingham, Mandeep Dhillon, Katharine Bennett-Fox, Barry Castagnola, Javan Hirst, Femi Houghton, Sean Verey, Fiona O'Shaughnessy, Dennis Thickpenny, Ben Williams, Sam Williams, Elizabeth Elvin, David Troughton, Ben Tompsett",English,"Rose Hill, Sutton, London, England, UK",,Dean Cates,2,"Ben Blaine, Chris Blaine",diabolico,1,orphanage,5,,
When Bough Breaks," Crime,  Drama,  Horror,  Mystery,  Thriller",9-Sep-16,USA,PG-13,4.9,107 min,"Directed by Jon Cassar. With Morris Chestnut, Regina Hall, Romany Malco, Michael Kenneth Williams. A surrogate mom for a couple becomes dangerously obsessed with the soon-to-be father.","Morris Chestnut, Regina Hall, Romany Malco, Michael Kenneth Williams, Glenn Morshower, Theo Rossi, Jaz Sinclair, GiGi Erneta, Tom Nowicki, Denise Gossett, Janee Michelle, Carrie Lazar, Ariadne Joseph, Matthew M. Mitchell, Maurice Johnson",English,"New Orleans, Louisiana, USA",10000000,Princess Martinez,2,Jon Cassar,diary,1,narrowly,5,,
Dig Graves," Drama,  Horror,  Mystery,  Thriller",24-Mar-17,USA,,5.7,85 min,"Directed by Hunter Adams. With Ted Levine, Samantha Isler, Danny Goldring, Troy Ruptash. After her brother's tragic death a young girl meets three men who claim they can bring her brother back to life.","Ted Levine, Samantha Isler, Danny Goldring, Troy Ruptash, Rachael Drummond, Dean Evans, Bradley Grant Smith, Gabriel Cain, Audrey Francis, Tom Hertenstein, Ryan Kitley, Mark Lancaster, Mikush Lleshdedaj, Bert Matias, Sauda Namir",English,"Marion, Illinois, USA",,Roland Manookian,2,Hunter Adams,dulvey,1,beckinsale,5,,
Comes Night," Horror,  Mystery",9-Jun-17,USA,R,6.2,91 min,"Directed by Trey Edward Shults. With Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough. Secure within a desolate home as an unnatural threat terrorizes the world, a man has established a tenuous domestic order with his wife and son. Then a desperate young family arrives seeking refuge.","Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough, Kelvin Harrison Jr., Griffin Robert Faulkner, David Pendleton, Mikey, Chase Joliet, Mick O'Rourke",English,"Woodstock, New York, USA",5000000,Yohanna Farrell-Knight,2,Trey Edward Shults,durga,1,possibly,5,,
Pet," Horror,  Thriller",2-Dec-16,USA,R,5.7,94 min,"Directed by Carles Torrens. With Dominic Monaghan, Ksenia Solo, Jennette McCurdy, Da'Vone McDonald. A psychological thriller about a man who bumps into an old crush and subsequently becomes obsessed with her, leading him to hold her captive underneath the animal shelter where he works. But what will the victim have in store for her captor?","Dominic Monaghan, Ksenia Solo, Jennette McCurdy, Da'Vone McDonald, Nathan Parsons, Janet Song, Gary J. Tunnicliffe, Denise Garcia, John Ross Bowie, Sean Blakemore, Irene Roseen, Alasdair Martin, Harmony McElligott, Rachel Robinson",English,,,Tian Wang,2,Carles Torrens,e19,1,misfit,5,,
Be Afraid," Horror,  Sci-Fi,  Thriller",1-Jun-17,USA,,4.7,99 min,"Directed by Drew Gabreski. With Brian Krause, Jaimi Paige, Louis Herthum, Jared Abrahamson. Not long after John Chambers and his family arrive at their new home in a small country town of Pennsylvania, John begins to experience sleep paralysis. Lying there paralyzed, trapped within his own nightmare, other-worldly beings visit John. They are entities which exist in the darkest shadows of the night and can only be seen out of the corner of one's eye. These encounters begin to haunt John,...","Brian Krause, Jaimi Paige, Louis Herthum, Jared Abrahamson, Michelle Hurd, Michael Leone, Noell Coet, Sade Kimora Young, Kevin M. Horton, Eric Chandler, Todd Goble, Michael Chandler, Callie Thorne, Kevin Grevioux, Jonathan Visser",English,"Clarion, Pennsylvania, USA",,Caleb Michaelson,2,Drew Gabreski,etheria,1,mercy,5,,
Open Water Cage Dive," Drama,  Horror,  Thriller",18-Aug-17,Turkey,R,4.1,80 min,"Directed by Gerald Rascionato. With Joel Hogan, Josh Potthoff, Megan Peta Hill, Pete Valley. Three friends filming an audition tape for an extreme reality show, take part in shark cage diving, only to be left in great white infested waters, turning their recording into life and death.","Joel Hogan, Josh Potthoff, Megan Peta Hill, Pete Valley, Mark Fell, Christopher Callen, Tara Wraith, Teagan Berger, Chris Bath, Robert Ovadia, Paul Adams, Wilma Adams, Mary O'Neill, Nicholas Phelan, Matthew Phelan",English,"Sydney, New South Wales, Australia",,Ricky Wayne,2,Gerald Rascionato,fables,1,heavy,5,,
Jigsaw," Crime,  Horror,  Mystery,  Thriller",27-Oct-17,USA,R,6.4,91 min,"Directed by Michael Spierig, Peter Spierig. With Matt Passmore, Tobin Bell, Callum Keith Rennie, Hannah Emily Anderson. Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for ten years.","Matt Passmore, Tobin Bell, Callum Keith Rennie, Hannah Emily Anderson, Clé Bennett, Laura Vandervoort, Paul Braunstein, Mandela Van Peebles, Brittany Allen, Josiah Black, Edward Ruttle, Michael Boisvert, Sam Koules, Troy Feldman, Shaquan Lewis",English,"Toronto, Ontario, Canada",,Yuri Caceres,2,"Michael Spierig, Peter Spierig",fam,1,struck,5,,
Underworld Awakening," Action,  Fantasy,  Horror",20-Jan-12,USA,R,6.4,88 min,"Directed by Måns Mårlind, Björn Stein. With Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea. When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind.","Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James, India Eisley, Sandrine Holt, Charles Dance, Kris Holden-Ried, Jacob Blair, Adam Greydon Reid, Catlin Adams, Robert Lawrenson, Lee Majdoub, John Innes, Tyler McClendon",English|Russian,"Simon Fraser University, Burnaby, British Columbia, Canada",70000000,James Gaisford,2,"Måns Mårlind, Björn Stein",fireangels,1,kelley,5,,
Crimson Peak," Drama,  Fantasy,  Horror,  Mystery,  Romance,  Thriller",16-Oct-15,USA,R,6.5,119 min,"Directed by Guillermo del Toro. With Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam. In the aftermath of a family tragedy, an aspiring author is torn between love for her childhood friend and the temptation of a mysterious outsider. Trying to escape the ghosts of her past, she is swept away to a house that breathes, bleeds - and remembers.","Mia Wasikowska, Jessica Chastain, Tom Hiddleston, Charlie Hunnam, Jim Beaver, Burn Gorman, Leslie Hope, Doug Jones, Jonathan Hyde, Bruce Gray, Emily Coutts, Alec Stockwell, Brigitte Robinson, Gillian Ferrier, Tamara Hope",English,"Pinewood Toronto Studios, Port Lands, Toronto, Ontario, Canada",55000000,Tory Stolper,2,Guillermo del Toro,frank,1,barron,5,,
Devil Inside, Horror,6-Jan-12,USA,R,4.2,83 min,"Directed by William Brent Bell. With Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama. In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.","Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama, Suzan Crowley, Bonnie Morgan, Brian Johnson, Jeff Victoroff, Pamela Davis, John Prosky, Claudiu Istodor, Toma Danila, Claudiu Trandafir, Maria Junghetu, Ilinca Harnut",English|Italian,"MediaPro Studios, Bucharest, Romania",750000,Chelsey Reist,2,William Brent Bell,gerald,1,lester,5,,
Look People," Drama,  Horror,  Mystery,  Thriller",26-Feb-16,USA,UNRATED,6,80 min,"Directed by Perry Blackshear. With MacLeod Andrews, Evan Dumouchel, Margaret Ying Drake, Mick Casale. Suspecting that people around him are turning into evil creatures, a troubled man questions whether to protect his only friend from an impending war, or from himself.","MacLeod Andrews, Evan Dumouchel, Margaret Ying Drake, Mick Casale, Elena Greenlee, Laura Ambrose, Ben Blackshear, Perry Blackshear, Julia Guo, Amaani Hamid, Jessie Kim, Sang Wook Kim, Matt Lawrence, Eric Ohrt, Carlos Palacio",English,USA,,Blanche Baker,2,Perry Blackshear,hanover,1,sheridan,5,,
Train to Busan," Action,  Drama,  Horror,  Thriller",20-Jul-16,South Korea,NOT RATED,7.5,118 min,"Directed by Sang-ho Yeon. With Yoo Gong, Yu-mi Jung, Dong-seok Ma, Su-an Kim. While a zombie virus breaks out in South Korea, passengers struggle to survive on the train from Seoul to Busan.","Yoo Gong, Yu-mi Jung, Dong-seok Ma, Su-an Kim, Eui-sung Kim, Woo-sik Choi, Sohee, Soo-jung Ye, Myung-shin Park, Gwi-hwa Choi, Seok-yong Jeong, Hyuk-jin Jang, Seong-soo Han, Do-im Woo, Hye-Yeong Moon",Korean,"Dongdaegu Station, Daegu, Yeongnam, South Korea",10000000000,Gregory Blair,2,Sang-ho Yeon,him,1,locate,5,,
